22743,1
22744,1
22746,1
22754,1
22766,1
22767,1
22771,1
22817,2
22822,1
22824,2
22834,14
22841,1
22848,14
22853,1
22869,1
22876,1
22896,1
22901,2
22906,2
22909,1
22914,1
22918,1
22919,1
22935,2
22936,1
22947,1
22957,1
22959,2
22965,13
22966,2
22968,1
22969,6
22970,1
22988,2
22997,1
23002,1
23016,2
23026,2
23039,10
23042,1
23076,1
23079,2
23085,1
23088,2
23096,1
23106,2
23108,2
23112,1
23125,14
23137,2
23138,2
23142,1
23148,2
23158,1
23161,13
23162,1
23170,1
23171,1
23187,1
23190,1
23193,1
23212,1
23227,14
23240,2
23252,1
23267,1
23268,13
23280,14
23295,1
23296,1
23299,1
23314,14
23324,14
23329,1
23331,1
23342,2
23344,14
23368,1
23378,13
23393,1
23412,1
23419,14
23421,2
23422,13
23427,2
23439,1
23443,2
23444,1
23463,1
23473,14
23477,2
23478,1
23494,2
23498,1
23525,10
23536,1
23552,1
23562,1
23566,1
23586,1
23590,13
23591,1
23616,14
23621,2
23626,1
23653,2
23662,2
23666,2
23676,1
23677,1
23683,2
23686,13
23690,5
23697,1
23708,2
23715,14
23728,14
23735,1
23737,1
23741,1
23748,1
23751,1
23775,14
23784,1
23792,13
23798,1
23799,14
23800,13
23802,13
23811,14
23812,1
23844,1
23856,1
23857,1
23879,2
23902,6
23910,1
23919,1
23927,1
23933,14
23937,33
23939,2
23941,1
23970,1
23980,10
23998,1
23999,13
24026,2
24045,1
24046,1
24063,14
24067,14
24069,1
24079,1
24087,2
24088,1
24093,1
24108,1
24109,2
24110,1
24128,13
24130,14
24131,1
24140,1
24144,1
24164,2
24177,1
24181,1
24188,1
24193,2
24220,1
24222,1
24229,1
24237,1
24266,1
24274,14
24277,1
24280,1
24295,2
24300,2
24310,1
24316,1
24318,1
24319,2
24329,1
24340,1
24343,2
24345,13
24358,2
24361,1
24372,2
24380,1
24393,1
24403,2
24406,0
24432,2
24440,1
24446,1
24452,1
24455,1
24456,2
24461,13
24470,2
24480,2
24491,1
24492,2
24502,1
24512,1
24522,5
24530,1
24539,1
24542,1
24561,1
24583,2
24586,2
24594,14
24603,2
24606,1
24607,1
24612,2
24626,2
24627,2
24628,1
24632,14
24633,1
24646,5
24659,1
24661,13
24680,1
24691,1
24693,14
24702,1
24711,2
24728,1
24735,1
24736,1
24737,1
24749,1
24762,14
24768,2
24770,2
24785,2
24791,2
24806,0
24812,1
24837,1
24849,1
24857,1
24859,1
24904,1
24906,6
24910,1
24919,2
24937,1
24940,1
24941,1
24964,2
24977,1
24985,1
24992,14
25016,14
25035,1
25045,1
25054,1
25056,1
25057,13
25066,13
25077,1
25094,1
25104,1
25108,14
25112,1
25132,2
25134,1
25135,2
25140,1
25142,1
25145,2
25146,13
25164,1
25173,2
25178,1
25185,1
25202,14
25207,1
25208,1
25212,1
25214,1
25215,1
25243,2
25248,2
25254,1
25260,1
25279,1
25315,13
25316,2
25329,1
25337,1
25352,14
25362,13
25384,2
25395,14
25422,1
25426,5
25441,1
25457,1
25465,13
25473,2
25477,2
25479,1
25498,1
25508,14
25511,1
25514,13
25535,1
25548,2
25559,13
25560,1
25561,2
25606,1
25609,1
25621,2
25625,1
25632,1
25635,1
25641,2
25658,1
25671,2
25690,14
25699,0
25706,1
25710,2
25718,2
25724,13
25741,2
25759,2
25762,14
25768,13
25780,14
25784,1
25788,1
25792,1
25794,1
25797,1
25806,1
25819,1
25821,2
25826,2
25837,1
25841,1
25848,1
25849,1
25855,1
25880,2
25886,13
25891,1
25893,2
25895,1
25907,1
25918,1
25922,14
25939,1
25950,1
25957,1
25964,10
25968,2
25972,1
26000,14
26008,1
26010,1
26012,1
26017,1
26034,1
26037,14
26053,1
26057,1
26058,14
26060,2
26066,1
26067,1
26069,1
26083,2
26087,1
26088,1
26098,14
26099,1
26113,1
26115,1
26116,1
26123,1
26125,1
26126,2
26130,1
26132,1
26133,2
26143,2
26156,1
26163,1
26168,1
26172,1
26173,1
26177,10
26181,1
26193,2
26203,2
26210,1
26219,1
26221,1
26224,1
26247,1
26265,1
26266,1
26268,2
26289,1
26301,1
26304,1
26307,14
26311,1
26322,6
26324,2
26326,1
26358,2
26361,1
26376,6
26380,6
26384,1
26386,1
26394,2
26409,1
26418,2
26421,1
26422,2
26435,1
26447,1
26450,1
26454,13
26470,1
26474,2
26477,13
26487,14
26491,2
26492,1
26493,1
26494,1
26498,2
26504,14
26513,14
26522,13
26536,1
26543,14
26556,1
26562,2
26563,1
26582,14
26591,1
26600,1
26602,2
26604,1
26607,2
26614,2
26632,1
26645,1
26646,1
26653,1
26656,1
26670,2
26672,13
26673,2
26682,1
26688,1
26705,1
26712,1
26721,1
26723,1
26727,1
26773,1
26776,1
26781,1
26786,2
26788,14
26819,1
26824,14
26827,13
26828,2
26840,2
26854,1
26869,2
26884,2
26889,2
26894,1
26896,1
26930,2
26951,1
26963,1
26975,1
26979,14
26985,2
26992,1
27001,1
27018,2
27021,1
27023,14
27027,1
27028,1
27031,1
27033,14
27044,2
27048,2
27060,13
27063,2
27067,1
27072,13
27073,1
27091,1
27097,14
27102,1
27107,1
27115,1
27134,1
27135,1
27138,2
27159,1
27166,2
27177,1
27179,1
27185,1
27187,2
27194,13
27203,1
27214,2
27217,2
27222,1
27238,1
27261,2
27282,14
27286,1
27288,1
27310,2
27316,2
27318,1
27325,1
27335,14
27346,5
27347,2
27362,1
27373,14
27382,1
27384,1
27387,2
27394,13
27399,1
27422,1
27427,1
27430,1
27433,1
27434,5
27435,1
27442,2
27455,1
27468,2
27478,1
27483,2
27499,1
27506,2
27516,13
27556,2
27564,1
27573,1
27581,2
27583,13
27594,14
27599,1
27600,1
27607,1
27608,2
27610,14
27614,2
27616,13
27618,13
27624,10
27625,1
27646,1
27654,1
27684,2
27702,14
27710,1
27714,1
27717,1
27733,1
27742,13
27748,1
27753,2
27762,1
27764,1
27777,1
27788,1
27789,2
27793,1
27794,13
27800,1
27813,1
27821,1
27824,1
27834,14
27838,2
27840,1
27858,1
27860,1
27873,2
27888,1
27902,1
27933,1
27944,1
27956,2
27968,14
27975,1
28006,2
28013,1
28018,1
28032,1
28048,13
28103,13
28105,1
28119,2
28123,1
28125,2
28132,2
28147,1
28148,2
28172,13
28179,1
28184,1
28188,14
28192,2
28203,2
28209,1
28212,1
28218,14
28220,14
28232,2
28237,1
28256,14
28268,2
28276,1
28279,2
28290,14
28292,1
28299,1
28300,1
28305,1
28312,1
28327,1
28343,1
28346,2
28352,14
28355,1
28356,14
28362,2
28365,2
28366,1
28372,6
28391,1
28400,1
28410,2
28419,13
28431,1
28449,1
28452,14
28456,1
28470,1
28483,1
28494,6
28503,1
28513,2
28517,1
28521,1
28534,1
28560,2
28565,13
28572,1
28584,1
28590,10
28610,1
28619,1
28624,2
28634,1
28648,10
28651,13
28657,2
28666,1
28686,2
28689,14
28695,2
28714,2
28745,2
28758,1
28769,1
28773,0
28775,1
28779,1
28787,14
28805,2
28809,13
28832,2
28851,14
28864,2
28869,1
28875,1
28895,1
28901,1
28914,1
28915,1
28924,1
28927,1
28932,13
28933,5
28962,1
28967,2
28973,14
28998,1
28999,1
29000,2
29013,1
29020,1
29035,1
29047,2
29059,1
29094,1
29095,1
29107,14
29112,1
29130,2
29139,1
29150,1
29158,1
29171,13
29175,1
29179,1
29182,14
29185,14
29202,1
29211,1
29213,2
29220,2
29224,1
29234,1
29243,1
29259,1
29271,1
29293,13
29300,2
29303,1
29304,1
29305,2
29308,1
29331,14
29332,1
29397,2
29401,1
29404,1
29411,14
29432,14
29445,1
29452,1
29455,1
29461,2
29462,2
29468,1
29471,1
29476,2
29477,2
29483,1
29499,2
29506,1
29510,2
29511,1
29521,2
29529,1
29539,2
29541,1
29555,1
29566,14
29573,1
29574,2
29578,14
29581,1
29587,1
29590,2
29591,1
29602,1
29609,1
29618,14
29621,1
29629,1
29651,1
29656,13
29667,1
29671,2
29682,1
29686,1
29688,1
29700,1
29705,1
29722,2
29741,14
29744,14
29749,1
29767,1
29768,2
29774,2
29790,1
29805,1
29811,1
29821,1
29828,2
29833,1
29869,2
29896,14
29905,2
29926,2
29928,1
29929,1
29930,2
29946,1
29952,2
29958,1
29978,1
29979,14
29985,1
29987,1
29988,2
29989,1
29990,1
29992,2
